H%time;field.header.seq;field.header.stamp;field.header.frame_id;field.child_frame_id;field.pose.pose.position.x;field.pose.pose.position.y;field.pose.pose.position.z;field.pose.pose.orientation.x;field.pose.pose.orientation.y;field.pose.pose.orientation.z;field.pose.pose.orientation.w;field.pose.covariance0;field.pose.covariance1;field.pose.covariance2;field.pose.covariance3;field.pose.covariance4;field.pose.covariance5;field.pose.covariance6;field.pose.covariance7;field.pose.covariance8;field.pose.covariance9;field.pose.covariance10;field.pose.covariance11;field.pose.covariance12;field.pose.covariance13;field.pose.covariance14;field.pose.covariance15;field.pose.covariance16;field.pose.covariance17;field.pose.covariance18;field.pose.covariance19;field.pose.covariance20;field.pose.covariance21;field.pose.covariance22;field.pose.covariance23;field.pose.covariance24;field.pose.covariance25;field.pose.covariance26;field.pose.covariance27;field.pose.covariance28;field.pose.covariance29;field.pose.covariance30;field.pose.covariance31;field.pose.covariance32;field.pose.covariance33;field.pose.covariance34;field.pose.covariance35;field.twist.twist.linear.x;field.twist.twist.linear.y;field.twist.twist.linear.z;field.twist.twist.angular.x;field.twist.twist.angular.y;field.twist.twist.angular.z;field.twist.covariance0;field.twist.covariance1;field.twist.covariance2;field.twist.covariance3;field.twist.covariance4;field.twist.covariance5;field.twist.covariance6;field.twist.covariance7;field.twist.covariance8;field.twist.covariance9;field.twist.covariance10;field.twist.covariance11;field.twist.covariance12;field.twist.covariance13;field.twist.covariance14;field.twist.covariance15;field.twist.covariance16;field.twist.covariance17;field.twist.covariance18;field.twist.covariance19;field.twist.covariance20;field.twist.covariance21;field.twist.covariance22;field.twist.covariance23;field.twist.covariance24;field.twist.covariance25;field.twist.covariance26;field.twist.covariance27;field.twist.covariance28;field.twist.covariance29;field.twist.covariance30;field.twist.covariance31;field.twist.covariance32;field.twist.covariance33;field.twist.covariance34;field.twist.covariance35
60227000000;58;60227000000;map;base_link;1.77962983963;-0.00669018335302;-9.42141151336e-05;5.95462205042e-09;-8.17130136405e-08;0.0016082643244;0.999998706742;9.49844033101e-08;-7.99222784114e-14;-4.3036210072e-13;-8.30837047225e-17;3.10419859264e-15;-6.90791373137e-12;-7.99222784114e-14;9.49692136013e-08;-1.99723325864e-10;-3.64405441264e-14;1.36276530104e-12;2.52722017626e-10;-4.3036210072e-13;-1.99723325864e-10;9.33568161978e-08;1.28327798391e-11;-4.9331657038e-10;-4.77671839498e-13;-8.30837047225e-17;-3.64405441264e-14;1.28327798391e-11;9.52710463791e-08;5.42046793487e-14;-1.90501375794e-14;3.10419859264e-15;1.36276530104e-12;-4.9331657038e-10;5.42046793487e-14;9.52692203897e-08;1.95900928971e-15;-6.90791373137e-12;2.52722017626e-10;-4.77671839498e-13;-1.90501375794e-14;1.95900928971e-15;7.85787021243e-08;0.0829530511815;0.00153930707894;1.44025701582e-08;-3.9372445483e-11;6.8978374948e-10;-0.000267742190413;2.08713209036e-05;-8.18199656578e-12;-2.87477500412e-14;1.62185211086e-19;-9.09386969865e-18;-3.80857547528e-10;-8.18199656574e-12;2.08707243364e-05;-5.45375573082e-12;1.25759567394e-17;-2.45656323804e-15;1.54408948702e-08;-2.87477500412e-14;-5.45375573082e-12;2.45145648683e-07;1.21659901378e-16;-5.3046933493e-15;-8.22054246877e-15;1.62185211086e-19;1.25759567394e-17;1.21659901378e-16;2.45143907257e-07;6.13629212587e-19;-6.31665582377e-16;-9.09386969865e-18;-2.45656323804e-15;-5.3046933493e-15;6.13629212586e-19;2.45143907234e-07;-5.47913620184e-17;-3.80857547528e-10;1.54408948702e-08;-8.22054246877e-15;-6.31665582377e-16;-5.47913620184e-17;1.88315258283e-05
60350000000;59;60350000000;map;base_link;1.79112824224;-0.00649045116233;-0.00016748276764;-7.66737234112e-10;1.63571670033e-07;0.00159396984116;0.999998729629;5.20628999832e-07;-2.39883608351e-13;1.75454461984e-12;1.89261950938e-16;-9.2824421373e-15;-2.65380925791e-11;-2.3988360835e-13;5.20543540786e-07;-1.61657581618e-09;-1.94210652914e-13;9.22960335056e-12;1.10964842684e-09;1.75454461984e-12;-1.61657581618e-09;1.2361725744e-07;1.45473544767e-11;-7.0487744734e-10;-3.50279830413e-12;1.89261950938e-16;-1.94210652914e-13;1.45473544767e-11;1.29449784857e-07;6.04257259797e-14;-5.75447630881e-14;-9.2824421373e-15;9.22960335056e-12;-7.0487744734e-10;6.04257259788e-14;1.29447258072e-07;1.58713044805e-14;-2.65380925791e-11;1.10964842684e-09;-3.50279830413e-12;-5.75447630881e-14;1.58713044803e-14;4.4176001289e-07;0.0939621294376;0.00140253524141;-4.45571716398e-07;-2.09379022341e-12;-5.42908164394e-10;-0.000244114315114;3.64780418407e-05;-1.47014933954e-11;-9.44859674646e-14;3.56697243481e-18;-1.95346575322e-16;-4.20844377456e-10;-1.47014933953e-11;3.64747693776e-05;-4.87461808098e-11;1.67251919934e-15;-9.4314993555e-14;1.72155822962e-08;-9.44859674646e-14;-4.87461808098e-11;4.80767462732e-07;5.09588304826e-17;-2.84846266862e-15;-7.16585740521e-14;3.56697243481e-18;1.67251919934e-15;5.09588304826e-17;4.80763289537e-07;1.93864344894e-19;7.06637939593e-16;-1.95346575322e-16;-9.4314993555e-14;-2.84846266862e-15;1.93864344866e-19;4.80763289528e-07;-9.71213410208e-17;-4.20844377456e-10;1.72155822962e-08;-7.16585740521e-14;7.06637939593e-16;-9.71213410265e-17;3.01561530357e-05
60350000000;60;60350000000;map;base_link;1.79112824224;-0.00649045116328;-0.000149057163173;2.21311765661e-10;1.04335969346e-07;0.00159396984116;0.999998729629;2.60314499916e-07;-1.19941789218e-13;8.77270099891e-13;9.46311780519e-17;-4.64123085143e-15;-1.32690462895e-11;-1.19941789218e-13;2.60271770382e-07;-8.08286228679e-10;-9.71055005021e-14;4.61480996402e-12;5.54824213398e-10;8.77270099891e-13;-8.08286228679e-10;1.10015186349e-07;1.1646359141e-11;-5.64312781223e-10;-1.7513955988e-12;9.46311780519e-17;-9.71055005021e-14;1.1646359141e-11;1.14612878772e-07;5.35847095877e-14;-2.87724400421e-14;-4.64123085143e-15;4.61480996402e-12;-5.64312781223e-10;5.3584709587e-14;1.14610635366e-07;7.93566600031e-15;-1.32690462895e-11;5.54824213398e-10;-1.7513955988e-12;-2.87724400421e-14;7.93566600021e-15;2.20880006445e-07;0.0939621297314;0.00140258847422;-2.32465243711e-07;-5.21826681813e-12;-2.88742803856e-10;-0.000244114252586;2.75368830788e-05;-1.04944893125e-11;-3.37456420398e-14;9.8930324751e-19;-5.66050694583e-17;-3.49434252136e-10;-1.04944893124e-11;2.75352140336e-05;-1.68569683064e-11;5.22955609893e-16;-3.06789092e-14;1.55116036785e-08;-3.37456420398e-14;-1.68569683064e-11;3.24674330283e-07;4.1499322631e-17;-2.33737222254e-15;-2.46528606405e-14;9.8930324751e-19;5.22955609893e-16;4.1499322631e-17;3.24672416905e-07;1.97636280573e-19;6.25637881397e-19;-5.66050694583e-17;-3.06789092e-14;-2.33737222254e-15;1.97636280563e-19;3.24672416896e-07;-4.62246231981e-17;-3.49434252136e-10;1.55116036785e-08;-2.46528606405e-14;6.25637881392e-19;-4.62246232e-17;2.368986271e-05
60350000000;61;60350000000;map;base_link;1.79112824224;-0.00649045116347;-0.000134284092977;8.67656734347e-10;6.35122037466e-08;0.00159396984116;0.999998729629;1.30157249958e-07;-5.9970892703e-14;4.38634542442e-13;4.73156400506e-17;-2.32061789047e-15;-6.63452314475e-12;-5.99708927027e-14;1.30135885189e-07;-4.04142728685e-10;-4.85527936219e-14;2.30740705047e-12;2.77412106696e-10;4.38634542442e-13;-4.04142728685e-10;9.91103312736e-08;9.53184578865e-12;-4.61856198931e-10;-8.7569698344e-13;4.73156400506e-17;-4.85527936219e-14;9.53184578865e-12;1.0282741392e-07;4.74344107514e-14;-1.43862334067e-14;-2.32061789047e-15;2.30740705047e-12;-4.61856198931e-10;4.74344107508e-14;1.0282542719e-07;3.96783651276e-15;-6.63452314475e-12;2.77412106696e-10;-8.7569698344e-13;-1.43862334067e-14;3.96783651271e-15;1.10440003222e-07;0.0939621299669;0.00140263115848;-1.34063953976e-07;-6.86963868928e-12;-1.34012285884e-10;-0.000244114202448;2.30663036978e-05;-8.39117563889e-12;-1.43108154444e-14;2.07149579726e-19;-1.42690568426e-17;-3.13729189697e-10;-8.39117563882e-12;2.30654363277e-05;-6.69579078136e-12;1.64685904162e-16;-1.07416653435e-14;1.46596143299e-08;-1.43108154444e-14;-6.69579078136e-12;2.45097386679e-07;3.32581760243e-17;-1.87911189844e-15;-9.68888309237e-15;2.07149579726e-19;1.64685904162e-16;3.32581760243e-17;2.45096292428e-07;1.76722941925e-19;-1.72423404657e-16;-1.42690568426e-17;-1.07416653435e-14;-1.87911189844e-15;1.7672294192e-19;2.45096292419e-07;-2.71873732271e-17;-3.13729189697e-10;1.46596143299e-08;-9.68888309237e-15;-1.72423404657e-16;-2.71873732278e-17;2.04567175472e-05
60350000000;62;60350000000;map;base_link;1.79112824224;-0.00649045116351;-0.000122175362713;1.29702932251e-09;3.46390600426e-08;0.00159396984116;0.999998729629;6.5078624979e-08;-2.99854460625e-14;2.19317131245e-13;2.36578351367e-17;-1.16030967536e-15;-3.31726157237e-12;-2.99854460624e-14;6.50679425945e-08;-2.02071257974e-10;-2.42764095578e-14;1.15370413379e-12;1.38706053348e-10;2.19317131245e-13;-2.02071257974e-10;9.01726292115e-08;7.94384339024e-12;-3.84911128221e-10;-4.37848266668e-13;2.36578351367e-17;-2.42764095578e-14;7.94384339024e-12;9.32397526079e-08;4.20647823923e-14;-7.19312038458e-15;-1.16030967536e-15;1.15370413379e-12;-3.84911128221e-10;4.20647823919e-14;9.32379906863e-08;1.98391930651e-15;-3.31726157237e-12;1.38706053348e-10;-4.37848266668e-13;-7.19312038458e-15;1.98391930648e-15;5.52200016112e-08;0.09396213016;0.00140266614542;-8.04033895368e-08;-7.79358677238e-12;-3.20229744337e-11;-0.000244114161352;2.08310140073e-05;-7.33967928593e-12;-7.13577144779e-15;-5.19835569598e-20;-6.44275613316e-20;-2.95876658666e-10;-7.33967928586e-12;2.08305474457e-05;-2.97907850031e-12;3.92617043466e-17;-3.6802548792e-15;1.42336196215e-08;-7.13577144779e-15;-2.97907850031e-12;1.96849927406e-07;2.70964314799e-17;-1.53370528716e-15;-4.22556715098e-15;-5.19835569598e-20;3.92617043466e-17;2.70964314799e-17;1.96849219857e-07;1.54748301763e-19;-2.03160578675e-16;-6.44275613317e-20;-3.6802548792e-15;-1.53370528716e-15;1.5474830176e-19;1.9684921985e-07;-1.84814260036e-17;-2.95876658666e-10;1.42336196215e-08;-4.22556715098e-15;-2.03160578675e-16;-1.84814260039e-17;1.88401449657e-05
60441000000;63;60441000000;map;base_link;1.80047786757;-0.00634869017308;-0.000205543124117;-2.93838841882e-09;2.38678940958e-07;0.00158335837376;0.999998746487;3.23107995263e-07;-1.30062873592e-13;1.18498160383e-13;8.68797219951e-18;-7.14672816395e-16;-1.19155864366e-11;-1.30062873591e-13;3.23060937357e-07;-7.48029621054e-10;-6.14497330671e-14;3.62832646693e-12;5.88026360752e-10;1.18498160383e-13;-7.48029621054e-10;1.18156588427e-07;9.5161845575e-12;-5.7730653024e-10;-1.38366764712e-12;8.68797219951e-18;-6.14497330671e-14;9.5161845575e-12;1.25196454421e-07;3.92643497488e-14;-4.14086214457e-15;-7.14672816395e-16;3.62832646693e-12;-5.7730653024e-10;3.92643497494e-14;1.25194468898e-07;5.7619745426e-15;-1.19155864366e-11;5.88026360752e-10;-1.38366764712e-12;-4.14086214457e-15;5.76197454247e-15;2.84319944821e-07;0.10241187243;0.00130271035317;-4.44365326135e-07;4.97600239852e-12;-7.135520329e-10;-0.000237815365265;3.19794501009e-05;-1.37191924912e-11;-6.81466471428e-14;1.43693447252e-18;-1.07707339341e-16;-3.06327647165e-10;-1.37191924912e-11;3.19771563862e-05;-2.0481431542e-11;4.6977927745e-16;-3.50643425069e-14;1.4976713896e-08;-6.81466471428e-14;-2.0481431542e-11;4.74399458517e-07;2.23250796114e-17;-1.64077654639e-15;-2.69995384798e-14;1.43693447252e-18;4.6977927745e-16;2.23250796114e-17;4.74396080043e-07;8.47536408569e-20;1.8168402796e-17;-1.07707339341e-16;-3.50643425069e-14;-1.64077654639e-15;8.47536408741e-20;4.74396080038e-07;-3.61304834547e-17;-3.06327647165e-10;1.4976713896e-08;-2.69995384798e-14;1.8168402796e-17;-3.61304834581e-17;2.71254520441e-05
60441000000;64;60441000000;map;base_link;1.80047786757;-0.00634869017342;-0.000183823229545;-1.86613411989e-09;1.70870812779e-07;0.00158335837376;0.999998746487;1.61553997631e-07;-6.50314370073e-14;5.92491526302e-14;4.34398583492e-18;-3.57336436151e-16;-5.9577932183e-12;-6.5031437007e-14;1.61530468677e-07;-3.74014315261e-10;-3.07249026053e-14;1.814165379e-12;2.94013180373e-10;5.92491526302e-14;-3.74014315261e-10;1.05669985492e-07;7.67553886122e-12;-4.65642397792e-10;-6.91832929218e-13;4.34398583492e-18;-3.07249026053e-14;7.67553886122e-12;1.11266126645e-07;3.44690566924e-14;-2.07042842655e-15;-3.57336436151e-16;1.814165379e-12;-4.65642397792e-10;3.44690566929e-14;1.11264378251e-07;2.88099052059e-15;-5.9577932183e-12;2.94013180373e-10;-6.91832929218e-13;-2.07042842655e-15;2.88099052052e-15;1.42159972411e-07;0.102411872623;0.0013027807989;-2.31748240179e-07;2.19191286034e-12;-4.69025493487e-10;-0.000237815261897;2.45413887658e-05;-8.98285118871e-12;-2.41676418033e-14;4.21654395605e-19;-3.57717576773e-17;-2.44500844146e-10;-8.98285118865e-12;2.45402063341e-05;-7.30696051937e-12;1.36822957725e-16;-1.10410211907e-14;1.29254754905e-08;-2.41676418033e-14;-7.30696051937e-12;3.21757625329e-07;1.82458194134e-17;-1.34973726798e-15;-9.68817929454e-15;4.21654395605e-19;1.36822957725e-16;1.82458194134e-17;3.21756062225e-07;8.46324574486e-20;4.24285271972e-17;-3.57717576773e-17;-1.10410211907e-14;-1.34973726798e-15;8.46324574547e-20;3.2175606222e-07;-1.48895885068e-17;-2.44500844146e-10;1.29254754905e-08;-9.68817929454e-15;4.24285271972e-17;-1.4889588508e-17;2.1495378264e-05
60441000000;65;60441000000;map;base_link;1.80047786757;-0.00634869017348;-0.000166255072145;-1.12000189328e-09;1.22807178448e-07;0.00158335837376;0.999998746487;8.07769988157e-08;-3.25157185308e-14;2.96245931243e-14;2.17199275313e-18;-1.7866821827e-16;-2.97889660915e-12;-3.25157185307e-14;8.07652343384e-08;-1.87007042706e-10;-1.53624603364e-14;9.07083227656e-13;1.47006590186e-10;2.96245931243e-14;-1.87007042706e-10;9.55705172172e-08;6.32035653873e-12;-3.83429234023e-10;-3.4591625708e-13;2.17199275313e-18;-1.53624603364e-14;6.32035653873e-12;1.00125470005e-07;3.03253632511e-14;-1.0352136037e-15;-1.7866821827e-16;9.07083227656e-13;-3.83429234023e-10;3.03253632515e-14;1.00123928799e-07;1.44049608777e-15;-2.97889660915e-12;1.47006590186e-10;-3.4591625708e-13;-1.0352136037e-15;1.44049608774e-15;7.10799862053e-08;0.102411872779;0.00130283778085;-1.32717370485e-07;5.11753147616e-13;-3.1342262565e-10;-0.000237815178286;2.08223580983e-05;-6.61479146099e-12;-1.00255734517e-14;1.07953138088e-19;-1.32075454871e-17;-2.135874428e-10;-6.61479146093e-12;2.08217312676e-05;-3.06778046157e-12;3.42252766733e-17;-3.56734011391e-15;1.18998562282e-08;-1.00255734517e-14;-3.06778046157e-12;2.43431579609e-07;1.46957023415e-17;-1.09010555277e-15;-4.11195225013e-15;1.07953138088e-19;3.42252766733e-17;1.46957023415e-17;2.43430681383e-07;7.51788932681e-20;4.28769765843e-17;-1.32075454871e-17;-3.56734011391e-15;-1.09010555277e-15;7.51788932709e-20;2.43430681378e-07;-7.54108481459e-18;-2.135874428e-10;1.18998562282e-08;-4.11195225013e-15;4.28769765843e-17;-7.54108481506e-18;1.8680341374e-05
60441000000;66;60441000000;map;base_link;1.80047786757;-0.0063486901735;-0.000151752050644;-5.88121773163e-10;8.78336607269e-08;0.00158335837376;0.999998746487;4.03884994079e-08;-1.62578592695e-14;1.48123012298e-14;1.08599630699e-18;-8.93341077247e-17;-1.48944830457e-12;-1.62578592695e-14;4.03826171692e-08;-9.35034894397e-11;-7.68123283135e-15;4.53541772659e-13;7.35032950931e-11;1.48123012298e-14;-9.35034894397e-11;8.72332859749e-08;5.29413678194e-12;-3.21172820925e-10;-1.72958070912e-13;1.08599630699e-18;-7.68123283135e-15;5.29413678195e-12;9.10127355579e-08;2.67878847352e-14;-5.1760663358e-16;-8.93341077247e-17;4.53541772659e-13;-3.21172820925e-10;2.67878847356e-14;9.10113723565e-08;7.20248290791e-16;-1.48944830457e-12;7.35032950931e-11;-1.72958070912e-13;-5.1760663358e-16;7.20248290774e-16;3.55399931027e-08;0.102411872908;0.00130288482156;-7.84413462301e-08;-5.85543889199e-13;-2.06550086768e-10;-0.000237815109262;1.89628427645e-05;-5.43085631822e-12;-4.79880873525e-15;9.62306285419e-22;-5.24076854146e-18;-1.98130742266e-10;-5.43085631815e-12;1.89624936998e-05;-1.49861891367e-12;-5.80982278516e-19;-9.7581971042e-16;1.13870465464e-08;-4.79880873525e-15;-1.49861891367e-12;1.95773972672e-07;1.20266672085e-17;-8.93520207329e-16;-2.04353656191e-15;9.62306285419e-22;-5.80982278515e-19;1.20266672085e-17;1.9577339013e-07;6.56298157844e-20;3.83990926376e-17;-5.24076854146e-18;-9.7581971042e-16;-8.93520207329e-16;6.56298157857e-20;1.95773390126e-07;-4.52047807122e-18;-1.98130742266e-10;1.13870465464e-08;-2.04353656191e-15;3.83990926376e-17;-4.52047807144e-18;1.72728229289e-05
60574000000;67;60574000000;map;base_link;1.81557522048;-0.00595581615315;-0.00148778707935;-4.44983021466e-08;3.06033174134e-06;0.00155824584865;0.99999878593;5.52917828767e-07;-4.8518203374e-13;3.3368599916e-12;1.98518125895e-16;-1.55097678028e-14;-1.28527993856e-11;-4.85182033738e-13;5.52256685699e-07;8.63992762339e-09;5.08345586752e-13;-3.86690087973e-11;7.37862496553e-10;3.3368599916e-12;8.63992762339e-09;8.78069415999e-08;5.16551851585e-12;-3.93092607132e-10;1.15358340951e-11;1.98518125895e-16;5.08345586752e-13;5.16551851585e-12;1.55568561596e-07;4.68168891343e-14;2.679415817e-14;-1.55097678028e-14;-3.86690087973e-11;-3.93092607132e-10;4.68168891331e-14;1.55565284537e-07;-5.16996316898e-14;-1.28527993856e-11;7.37862496553e-10;1.15358340951e-11;2.679415817e-14;-5.16996316899e-14;4.79662447805e-07;0.114778478575;0.0022328784242;-4.79106220568e-06;9.16291845157e-11;-9.28606894379e-09;-0.000327577454708;3.64658485719e-05;-7.63417146006e-11;5.93196808375e-13;-1.13560978795e-17;1.12772281898e-15;-2.08949922582e-10;-7.63417146005e-11;3.64462150075e-05;1.66594955103e-10;-3.19039330908e-15;3.17052970392e-13;1.22034232313e-08;5.93196808375e-13;1.66594955103e-10;4.82098431731e-07;3.28870275762e-17;-3.2688302338e-15;1.83890299081e-13;-1.13560978795e-17;-3.19039330908e-15;3.28870275762e-17;4.8209561499e-07;8.81449496318e-20;-3.00064313948e-16;1.12772281898e-15;3.17052970392e-13;-3.2688302338e-15;8.81449496165e-20;4.82095614982e-07;3.50896679972e-16;-2.08949922582e-10;1.22034232313e-08;1.83890299081e-13;-3.00064313948e-16;3.5089667997e-16;2.9858350731e-05
60574000000;68;60574000000;map;base_link;1.81557522048;-0.00595581610749;-0.00136784682642;-3.56241879582e-08;2.45216660748e-06;0.00155824584864;0.999998785931;2.76458914384e-07;-2.42591080265e-13;1.66842881911e-12;9.92592159085e-17;-7.7548956054e-15;-6.42639969291e-12;-2.42591080264e-13;2.76128342688e-07;4.31996081376e-09;2.54173183707e-13;-1.93345340241e-11;3.6893124806e-10;1.66842881911e-12;4.31996081376e-09;8.06715467134e-08;4.16339348278e-12;-3.16831682912e-10;5.76791303803e-12;9.92592159085e-17;2.54173183707e-13;4.16339348278e-12;1.34624977037e-07;3.6912077533e-14;1.3397101245e-14;-7.7548956054e-15;-1.93345340241e-11;-3.16831682912e-10;3.69120775322e-14;1.3462244657e-07;-2.58498553866e-14;-6.42639969291e-12;3.6893124806e-10;5.76791303803e-12;1.3397101245e-14;-2.58498553866e-14;2.39831223903e-07;0.114778478888;0.00223300488715;-2.94514142216e-06;7.18859474131e-11;-7.30895776263e-09;-0.000327577252763;2.83707090869e-05;-3.94747091459e-11;1.99480001112e-13;-3.84195711416e-18;3.7824060077e-16;-1.41032735823e-10;-3.94747091459e-11;2.83608786155e-05;5.60146887018e-11;-1.07825770839e-15;1.06901683169e-13;8.75225084131e-09;1.99480001112e-13;5.60146887018e-11;3.25280939707e-07;2.08252149733e-17;-2.07371133341e-15;6.17368905063e-14;-3.84195711416e-18;-1.07825770839e-15;2.08252149733e-17;3.25279583586e-07;7.64469078448e-20;1.65052866114e-18;3.7824060077e-16;1.06901683169e-13;-2.07371133341e-15;7.64469078396e-20;3.2527958358e-07;1.18567728012e-16;-1.41032735823e-10;8.75225084131e-09;6.17368905063e-14;1.65052866114e-18;1.18567728012e-16;2.42801293413e-05
60574000000;69;60574000000;map;base_link;1.81557522048;-0.00595581609683;-0.00126580924226;-2.91513632462e-08;2.008419272e-06;0.00155824584863;0.999998785932;1.38229457192e-07;-1.21295548201e-13;8.34214132473e-13;4.9629643156e-17;-3.87745049584e-15;-3.21319984646e-12;-1.21295548201e-13;1.38064171323e-07;2.15997970093e-09;1.27086681679e-13;-9.66727383006e-12;1.84465624003e-10;8.34214132473e-13;2.15997970093e-09;7.46249128508e-08;3.43124752858e-12;-2.61115886577e-10;2.88395557487e-12;4.9629643156e-17;1.27086681679e-13;3.43124752858e-12;1.18651460651e-07;2.99060966095e-14;6.6985555972e-15;-3.87745049584e-15;-9.66727383006e-12;-2.61115886577e-10;2.99060966088e-14;1.18649440718e-07;-1.29249367939e-14;-3.21319984646e-12;1.84465624003e-10;2.88395557487e-12;6.6985555972e-15;-1.2924936794e-14;1.19915611951e-07;0.114778479154;0.00223311232287;-2.03773429579e-06;5.81233349132e-11;-5.92434662147e-09;-0.000327577081128;2.43231393444e-05;-2.10411986648e-11;7.47646220902e-14;-1.45810683701e-18;1.4081777949e-16;-1.07074142437e-10;-2.10411986648e-11;2.43182104208e-05;2.09868223355e-11;-4.08193566444e-16;4.02623299252e-14;7.02666464644e-09;7.47646220902e-14;2.09868223355e-11;2.45442987712e-07;1.46012359376e-17;-1.45523866462e-15;2.30579463489e-14;-1.45810683701e-18;-4.08193566444e-16;1.46012359376e-17;2.45442185487e-07;6.21938770771e-20;7.42424088281e-17;1.4081777949e-16;4.02623299252e-14;-1.45523866462e-15;6.21938770749e-20;2.45442185481e-07;4.48394682881e-17;-1.07074142437e-10;7.02666464644e-09;2.30579463489e-14;7.42424088281e-17;4.48394682878e-17;2.14910186464e-05
60574000000;70;60574000000;map;base_link;1.81557522048;-0.00595581609385;-0.00117794136755;-2.42794008491e-08;1.67430011126e-06;0.00155824584861;0.999998785933;6.91147285959e-08;-6.06477753228e-14;4.17106988144e-13;2.48148313223e-17;-1.93872599333e-15;-1.60659992323e-12;-6.06477753226e-14;6.90320856586e-08;1.0799896515e-09;6.35433657036e-14;-4.83363880241e-12;9.22328119972e-11;4.17106988144e-13;1.0799896515e-09;6.94301659486e-08;2.87898346679e-12;-2.19088944735e-10;1.44197752134e-12;2.48148313223e-17;6.35433657036e-14;2.87898346679e-12;1.06066485597e-07;2.47547060395e-14;3.34927914646e-15;-1.93872599333e-15;-4.83363880241e-12;-2.19088944735e-10;2.47547060389e-14;1.06064831885e-07;-6.46247091632e-15;-1.60659992323e-12;9.22328119972e-11;1.44197752134e-12;3.34927914646e-15;-6.46247091634e-15;5.99578059757e-08;0.114778479382;0.0022332048064;-1.50855367484e-06;4.80029063932e-11;-4.90347921574e-09;-0.000327576933364;2.22993544731e-05;-1.18244475891e-11;2.96097304634e-14;-5.92537696764e-19;5.48695860681e-17;-9.00948457523e-11;-1.18244475891e-11;2.22968763215e-05;8.30465286714e-12;-1.64920936716e-16;1.60899013102e-14;6.16387154571e-09;2.96097304634e-14;8.30465286714e-12;1.97072829873e-07;1.09027594138e-17;-1.08720699145e-15;9.0637022344e-15;-5.92537696764e-19;-1.64920936716e-16;1.09027594138e-17;1.97072298291e-07;5.09342255666e-20;8.62263734996e-17;5.48695860681e-17;1.60899013102e-14;-1.08720699145e-15;5.09342255655e-20;1.97072298287e-07;1.8059681888e-17;-9.00948457523e-11;6.16387154571e-09;9.0637022344e-15;8.62263734996e-17;1.80596818879e-17;2.00964632989e-05
60671000000;71;60671000000;map;base_link;1.82773823952;-0.00572173706757;-0.000972506584004;-8.28785373366e-09;6.83095564053e-07;0.00154420051393;0.999998807721;4.151010058e-07;-3.06790431541e-14;2.97286835305e-12;2.98940712613e-16;-2.55832032978e-14;-1.36040010957e-11;-3.06790431537e-14;4.14898623438e-07;-1.15576228723e-09;-1.25655993341e-13;6.49854547401e-12;6.33150106534e-10;2.97286835305e-12;-1.15576228723e-09;1.28110994717e-07;1.07501608915e-11;-5.81626191461e-10;-1.92371258784e-12;2.98940712613e-16;-1.25655993341e-13;1.07501608915e-11;1.55305284506e-07;3.51453816988e-14;3.84590278897e-13;-2.55832032978e-14;6.49854547401e-12;-5.81626191461e-10;3.51453817011e-14;1.55303264328e-07;1.64021934358e-14;-1.36040010957e-11;6.33150106534e-10;-1.92371258784e-12;3.84590278897e-13;1.6402193436e-14;3.6812148024e-07;0.124866606197;0.00216672729544;4.60249136266e-07;1.83459837921e-11;-2.35182035787e-09;-0.000307211303699;3.46949084748e-05;-1.43123868065e-11;-5.81926572379e-14;9.83326355484e-19;-4.65654072482e-17;-8.69305896096e-11;-1.43123868065e-11;3.46894978117e-05;-4.56509140908e-11;1.02825904864e-15;-6.23147687531e-14;6.12489796149e-09;-5.81926572379e-14;-4.56509140908e-11;4.75881991401e-07;2.77682930763e-17;-1.82812583924e-15;-4.43745933599e-14;9.83326355484e-19;1.02825904864e-15;2.77682930763e-17;4.75878672283e-07;6.81107547343e-20;-5.73633607306e-15;-4.65654072482e-17;-6.23147687531e-14;-1.82812583924e-15;6.81107547634e-20;4.75878672278e-07;-1.33452818779e-16;-8.69305896096e-11;6.12489796149e-09;-4.43745933599e-14;-5.73633607306e-15;-1.33452818775e-16;2.90909798575e-05
